iteracion  mejor_solucion    distancia_euclidiana                 distancia_hamming
0         0.925881078476218        0.0                                 0
1         0.925881078476218        0.0                                 0
2         0.9433322927815814        0.0                                 0
3         0.9433322927815814        0.0                                 0
4         0.9468143481380557        0.0                                 0
5         0.9468143481380557        0.0                                 0
6         0.9489208710195696        0.0                                 0
7         0.9482520331266305        0.0                                 0
8         0.9478365481634481        0.0                                 0
9         0.9471496059620876        0.0                                 0
10         0.9471496059620876        0.0                                 0
11         0.9457688018347246        0.0                                 0
12         0.9453134747282924        0.0                                 0
13         0.9453134747282924        0.0                                 0
14         0.9456079809483696        0.0                                 0
15         0.9561089366514763        0.0                                 0
16         0.9593453775632782        0.0                                 0
17         0.9625402921695775        0.0                                 0
18         0.9624148568021085        0.0                                 0
19         0.9624148568021085        0.0                                 0
20         0.9629629483662362        0.0                                 0
21         0.9624916681178387        0.0                                 0
22         0.9624916681178387        0.0                                 0
23         0.9599097318705286        0.0                                 0
24         0.9565010587663784        0.0                                 0
25         0.9565010587663784        0.0                                 0
26         0.9576787809710798        0.0                                 0
27         0.9576787809710798        0.0                                 0
28         0.9549358955073256        0.0                                 0
29         0.9549358955073256        0.0                                 0
30         0.9549510487944564        0.0                                 0
31         0.9550051330330268        0.0                                 0
32         0.9615112542972412        0.0                                 0
33         0.9626585296954019        0.0                                 0
34         0.9626585296954019        0.0                                 0
35         0.969521577375208        0.0                                 0
36         0.9694999085391097        0.0                                 0
37         0.9684925840379105        0.0                                 0
38         0.9684925840379105        0.0                                 0
39         0.9665544007152188        0.0                                 0
40         0.9659962887151952        0.0                                 0
41         0.9653899667789825        0.0                                 0
42         0.9653899667789825        0.0                                 0
43         0.9654939071968055        0.0                                 0
44         0.9655053833615485        0.0                                 0
45         0.97082508570741        0.0                                 0
46         0.970642589541962        0.0                                 0
47         0.9706331450770997        0.0                                 0
48         0.9706331450770997        0.0                                 0
49         0.9716823715699776        0.0                                 0
50         0.9716823715699776        0.0                                 0
51         0.97173197554754        0.0                                 0
52         0.9788633739926665        0.0                                 0
