iteracion  mejor_solucion       peor_solucion                               promedio                                 distancia_euclidiana                                  distancia_hamming                                    entropia
0         114.48039590014415         518.2341826930249                   143.66924162803815                   67344.11626770189                                 9.920808080808081                                     0.13764565984268443
1         112.09669999689096         518.2341826930249                   336.9032107229633                   63423.44439895531                                 9.861212121212121                                     0.2564858080852939
2         112.09669999689096         518.2341826930249                   613.619531488386                   59678.1283651166                                 9.813333333333333                                     0.35887652712016
3         73.87458970583764         518.2341826930249                   1018.6816418446454                   55992.56156559342                                 9.687676767676768                                     0.5752657286719973
4         69.81995272843064         518.2341826930249                   1615.5153207442197                   52498.14593403567                                 9.647474747474748                                     0.6727850080206563
5         59.288350573407314         518.2341826930249                   2499.7208709929673                   49245.58773947345                                 9.58                                     0.7652177697212998
6         54.54296429270782         518.2341826930249                   3816.7525526410477                   46559.65124791847                                 9.5010101010101                                     0.8850535853062304
7         43.97636869682701         518.2341826930249                   5785.134790795979                   44368.65406974881                                 9.424646464646464                                     0.9888076809957542
8         42.34146534081595         518.2341826930249                   8732.77451952821                   40421.902665483125                                 9.221818181818183                                     1.18114933379862
9         42.34146534081595         518.2341826930249                   13145.69482292424                   39539.3750078868                                 9.126464646464646                                     1.2701347372221972
10         36.78985790528398         518.2341826930249                   19763.60032214478                   38174.45769660294                                 9.055959595959596                                     1.3277526588658128
11         27.569322812763495         518.2341826930249                   29687.866444262563                   35273.901105438694                                 8.958585858585858                                     1.402697899105255
12         27.569322812763495         518.2341826930249                   44568.301746895115                   34664.839542981805                                 8.904646464646465                                     1.4334498080207796
13         26.094201137176086         518.2341826930249                   66886.85701455196                   32053.38509525723                                 8.827878787878788                                     1.4882510293977915
14         25.24138001081395         518.2341826930249                   100359.79044054012                   32884.25382057275                                 8.861818181818181                                     1.4682469561459721
15         18.214342028684587         518.2341826930249                   150571.0957197356                   30172.052494309504                                 8.572121212121212                                     1.6337352218995147
16         18.00026462338091         518.2341826930249                   225883.80766276244                   29912.942353583476                                 8.603232323232323                                     1.612036993677606
17         13.542291276866823         518.2341826930249                   338852.4636244432                   28306.363710377438                                 8.320404040404041                                     1.747289696070706
18         13.542291276866823         518.2341826930249                   508302.85612456815                   24487.076608190833                                 7.831515151515151                                     1.8731551094832863
19         13.542291276866823         518.2341826930249                   762473.250771884                   24490.81184499194                                 7.644848484848485                                     1.9014569345803285
20         13.542291276866823         518.2341826930249                   1143728.4818545878                   25123.576837061108                                 7.622626262626262                                     1.8806552921013482
