iteracion  mejor_solucion       peor_solucion                               promedio                                 distancia_euclidiana                                  distancia_hamming                                    entropia
0         19.458558153189315         176.0717319468135                   43.85329605481208                   601.6902981815667                                 9.894455445544555                                     0.22599317773448635
1         17.003277192716734         176.0717319468135                   104.2507521575031                   547.8511683086109                                 9.753069306930692                                     0.49922240306363
2         16.610403719231094         176.0717319468135                   188.93630930949178                   506.7351079176307                                 9.615049504950495                                     0.750925719188186
3         8.36948604821379         176.0717319468135                   311.6705207095562                   489.37516078209455                                 9.44990099009901                                     0.9889912135175952
4         6.552669470662237         176.0717319468135                   493.5786053163255                   409.3408183239653                                 8.71089108910891                                     1.5424166255093972
5         4.0971303852359835         176.0717319468135                   758.7928543546657                   360.5848323550556                                 8.03980198019802                                     1.8201064224430334
6         4.0971303852359835         176.0717319468135                   1152.712026625737                   355.367583425549                                 7.298811881188119                                     1.8923564375341446
7         2.810097837489944         176.0717319468135                   1743.3340924108543                   293.13894113122865                                 6.4550495049504955                                     1.9734610892765059
8         2.486979375639044         176.0717319468135                   2625.2752468847293                   291.47828103489906                                 6.212079207920792                                     1.8966526037816627
9         1.2733891997767897         176.0717319468135                   3948.025099128906                   280.0021295096988                                 6.164158415841584                                     1.9256809163477557
10         1.2733891997767897         176.0717319468135                   5931.830943793501                   253.9986022059938                                 5.859405940594059                                     1.899576562029908
11         1.2733891997767897         176.0717319468135                   8905.54594024858                   235.0166615650874                                 5.288910891089109                                     1.9505526937941837
12         1.2059494404535538         176.0717319468135                   13365.149501246211                   233.90848469221694                                 5.3                                     1.8733049948931624
13         1.2059494404535538         176.0717319468135                   20054.677024427358                   230.46209077779915                                 5.152871287128713                                     1.933723452277355
14         0.5714100946350513         176.0717319468135                   30088.852430208488                   249.7359586978567                                 5.1978217821782176                                     2.062965079179311
15         0.5714100946350513         176.0717319468135                   45141.036073340554                   219.88889628744445                                 4.95009900990099                                     1.9463071079309555
16         0.42141870828261085         176.0717319468135                   67717.69029231416                   211.73883835104408                                 4.544554455445544                                     1.856617969977344
17         0.42141870828261085         176.0717319468135                   101582.4571623108                   217.50859086794782                                 4.770495049504951                                     1.9318963388106274
18         0.42141870828261085         176.0717319468135                   152379.63629042427                   196.528882547644                                 4.383366336633664                                     1.8230910913652558
19         0.29279915255529476         176.0717319468135                   228574.4858891056                   191.50003779562743                                 4.172277227722772                                     1.8007633737646749
20         0.2511224039314849         176.0717319468135                   342866.74417367287                   175.48473640576844                                 4.32019801980198                                     1.8074620707064857
21         0.2511224039314849         176.0717319468135                   514304.282774781                   207.05409980974068                                 4.353267326732674                                     1.766020873033827
22         0.17932574678144536         176.0717319468135                   771462.0008024729                   191.19759977800908                                 4.652079207920792                                     1.8386751755299293
23         0.17932574678144536         176.0717319468135                   1157197.9872386088                   186.0889149192199                                 4.320396039603961                                     1.798257960947689
24         0.17932574678144536         176.0717319468135                   1735801.710853615                   184.39766738386447                                 4.370297029702971                                     1.7982839705292104
25         0.17932574678144536         176.0717319468135                   2603707.1913067256                   185.11286402310222                                 4.044554455445544                                     1.8541289685434272
26         0.17932574678144536         176.0717319468135                   3905565.383803119                   163.45551327858848                                 3.5435643564356436                                     1.8774009036801316
27         0.1009861374879895         176.0717319468135                   5858351.791139102                   186.7078738552921                                 3.628712871287129                                     1.8792575006486434
28         0.1009861374879895         176.0717319468135                   8787532.522862945                   208.18448346804726                                 3.418019801980198                                     1.7694841630968434
29         0.1009861374879895         176.0717319468135                   13181304.39832524                   194.42149320052528                                 3.354257425742574                                     1.8504964772210464
30         0.08300842792404138         176.0717319468135                   19771961.784573875                   183.30746465901447                                 3.368316831683168                                     1.8070060788136735
31         0.08300842792404138         176.0717319468135                   29657947.482908476                   169.22446297636768                                 3.4027722772277227                                     1.7806944204199626
32         0.08207323889910954         176.0717319468135                   44486925.389824785                   169.063925094131                                 3.2708910891089107                                     1.7538738154886875
33         0.08207323889910954         176.0717319468135                   66730392.12659027                   189.379623925145                                 3.1241584158415843                                     1.730700176230542
34         0.08207323889910954         176.0717319468135                   100095593.11642182                   169.56870822818382                                 3.3194059405940592                                     1.8593048386298783
35         0.08207323889910954         176.0717319468135                   150143393.7777371                   208.47110348401444                                 3.1974257425742576                                     1.7630537646356095
36         0.08207323889910954         176.0717319468135                   225215096.32560754                   191.11768941540979                                 3.2172277227722774                                     1.7188648322241475
37         0.08207323889910954         176.0717319468135                   337822649.5343093                   172.65616882304357                                 3.2546534653465344                                     1.6513184024923042
38         0.08207323889910954         176.0717319468135                   506733978.3600422                   192.97837804404134                                 3.2605940594059404                                     1.7947173796570781
39         0.07218489101212981         176.0717319468135                   760100972.6942002                   159.95455332893846                                 3.1225742574257427                                     1.6738491822709225
40         0.06824031670642651         176.0717319468135                   1140151462.6258066                   164.6596816635008                                 3.2104950495049507                                     1.8085457201971638
41         0.06824031670642651         176.0717319468135                   1710227197.9356172                   156.26585664327195                                 3.2518811881188117                                     1.7852748510421221
42         0.06824031670642651         176.0717319468135                   2565340800.4337397                   182.04511328509668                                 3.1495049504950496                                     1.7154964819669074
43         0.06824031670642651         176.0717319468135                   3848011205.217454                   148.56106979929964                                 2.5966336633663367                                     1.5864620625797898
44         0.06824031670642651         176.0717319468135                   5772016811.128056                   168.82797442191836                                 3.154653465346535                                     1.6755014924090708
