iteracion  mejor_solucion    distancia_euclidiana                 distancia_hamming
0         5.964653001157323        0.0                                 0
1         5.964653001157323        0.0                                 0
2         5.880189505606025        0.0                                 0
3         5.880189505606025        0.0                                 0
4         5.9888619871385185        0.0                                 0
5         5.99020914926208        0.0                                 0
6         5.989887556163849        0.0                                 0
7         5.989887556163849        0.0                                 0
8         6.0990077685919655        0.0                                 0
9         6.0990077685919655        0.0                                 0
10         6.210970436269006        0.0                                 0
11         6.131891624179531        0.0                                 0
12         6.123260904914979        0.0                                 0
13         6.122707544125055        0.0                                 0
14         6.122707544125055        0.0                                 0
15         6.130790487778444        0.0                                 0
16         6.137254098357778        0.0                                 0
17         6.137254098357778        0.0                                 0
18         6.137353075848257        0.0                                 0
19         6.0829739974929105        0.0                                 0
20         6.0829739974929105        0.0                                 0
21         6.083295750092914        0.0                                 0
22         5.969739805465252        0.0                                 0
23         5.955365391299063        0.0                                 0
24         5.955365391299063        0.0                                 0
25         5.8379003764021125        0.0                                 0
26         5.8379003764021125        0.0                                 0
27         5.944645012279317        0.0                                 0
28         6.0060686460406325        0.0                                 0
29         6.012521815059509        0.0                                 0
30         6.012521815059509        0.0                                 0
31         6.134563467562068        0.0                                 0
32         6.227016455047738        0.0                                 0
33         6.299924474847703        0.0                                 0
34         6.30936347367495        0.0                                 0
35         6.384082948053565        0.0                                 0
36         6.410208980828212        0.0                                 0
37         6.4340080137225115        0.0                                 0
38         6.608350902246103        0.0                                 0
39         6.608350902246103        0.0                                 0
40         6.507833533199487        0.0                                 0
41         6.493598433769706        0.0                                 0
42         6.479164251112928        0.0                                 0
43         6.40096456062011        0.0                                 0
44         6.3671200718536065        0.0                                 0
45         6.359378000205173        0.0                                 0
46         6.359378000205173        0.0                                 0
47         6.227560242674164        0.0                                 0
48         6.227560242674164        0.0                                 0
49         6.2407761479719746        0.0                                 0
50         6.116783221058688        0.0                                 0
51         6.1157231428659875        0.0                                 0
52         6.032122656968983        0.0                                 0
53         6.032122656968983        0.0                                 0
54         6.106360217009639        0.0                                 0
55         6.106360217009639        0.0                                 0
56         6.016966445045127        0.0                                 0
57         6.016966445045127        0.0                                 0
58         6.034344995620746        0.0                                 0
59         6.112919927917469        0.0                                 0
60         6.098806773518789        0.0                                 0
61         6.098758768561866        0.0                                 0
62         6.072892452426627        0.0                                 0
63         6.072892452426627        0.0                                 0
64         6.079849029881536        0.0                                 0
65         6.0795815455647375        0.0                                 0
66         6.066871998019767        0.0                                 0
67         6.066871998019767        0.0                                 0
68         6.010572256536951        0.0                                 0
69         5.857207679805621        0.0                                 0
70         5.857207679805621        0.0                                 0
71         5.909377132420714        0.0                                 0
72         5.909377132420714        0.0                                 0
73         5.920798206133042        0.0                                 0
74         5.757080673574839        0.0                                 0
75         5.573730046920018        0.0                                 0
76         5.543346461809216        0.0                                 0
77         5.543346461809216        0.0                                 0
78         5.559099616534607        0.0                                 0
79         5.477642223595047        0.0                                 0
80         5.462025188537551        0.0                                 0
81         5.461697239323744        0.0                                 0
82         5.461697239323744        0.0                                 0
83         5.511049805843355        0.0                                 0
84         5.513495938557265        0.0                                 0
85         5.657572970692419        0.0                                 0
86         5.6086292110480045        0.0                                 0
87         5.587733057470613        0.0                                 0
88         5.587534952744296        0.0                                 0
89         5.530903411067149        0.0                                 0
90         5.530737168493927        0.0                                 0
91         5.530339220049451        0.0                                 0
92         5.287307531570599        0.0                                 0
93         5.287307531570599        0.0                                 0
94         5.328457941736233        0.0                                 0
95         5.341733242238209        0.0                                 0
96         5.446013105223736        0.0                                 0
97         5.446013105223736        0.0                                 0
98         5.452268514453607        0.0                                 0
99         5.617447031969284        0.0                                 0
100         5.728223400048215        0.0                                 0
101         5.713235370958512        0.0                                 0
102         5.713235370958512        0.0                                 0
103         5.736870560967798        0.0                                 0
104         5.753155421606793        0.0                                 0
105         5.753155421606793        0.0                                 0
106         5.690978773298514        0.0                                 0
107         5.690946586586432        0.0                                 0
108         5.690946586586432        0.0                                 0
109         5.696627138463706        0.0                                 0
110         5.913605462453205        0.0                                 0
111         5.916990698131572        0.0                                 0
112         5.916990698131572        0.0                                 0
113         6.003463394614438        0.0                                 0
114         6.005882629232124        2.23606797749979                                 5
115         5.985067562083717        0.0                                 0
116         5.924676952057205        0.0                                 0
117         5.903672796243456        0.0                                 0
118         5.903672796243456        0.0                                 0
