iteracion  mejor_solucion    distancia_euclidiana                 distancia_hamming
0         5.84619367491772        0.0                                 0
1         5.696961438040593        0.0                                 0
2         5.695588120338458        0.0                                 0
3         5.686355374764302        0.0                                 0
4         5.686355374764302        0.0                                 0
5         5.719220978838836        0.0                                 0
6         5.6450446754584895        0.0                                 0
7         5.6450446754584895        0.0                                 0
8         5.645295645707076        0.0                                 0
9         5.66641700156065        0.0                                 0
10         5.534567602716665        0.0                                 0
11         5.534567602716665        0.0                                 0
12         5.567035643781372        0.0                                 0
13         5.483053524307751        0.0                                 0
14         5.462570271678035        0.0                                 0
15         5.299444048844639        0.0                                 0
16         5.299444048844639        0.0                                 0
17         5.286744102942964        0.0                                 0
18         5.286744102942964        0.0                                 0
19         5.348521966857167        0.0                                 0
20         5.348521966857167        0.0                                 0
21         5.363438247066171        0.0                                 0
22         5.363438247066171        0.0                                 0
23         5.347134119471797        0.0                                 0
24         5.268616272712632        0.0                                 0
25         5.1313467007804245        0.0                                 0
26         4.951594645503486        0.0                                 0
27         4.951594645503486        0.0                                 0
28         5.066510649143989        0.0                                 0
29         5.344236710762779        0.0                                 0
30         5.190747967684738        0.0                                 0
31         5.190747967684738        0.0                                 0
32         5.334510762376667        0.0                                 0
33         5.334725740731275        0.0                                 0
34         5.538166736523726        0.0                                 0
35         5.543913919580282        0.0                                 0
36         5.352805539056272        0.0                                 0
37         5.352805539056272        0.0                                 0
38         5.478454847252109        0.0                                 0
39         5.395807963262277        0.0                                 0
40         5.395807963262277        0.0                                 0
41         5.397459516652232        0.0                                 0
42         5.398938934639037        0.0                                 0
43         5.412229245909962        0.0                                 0
44         5.206611666626677        0.0                                 0
45         5.193550571055711        0.0                                 0
46         5.193550571055711        0.0                                 0
47         5.2033595213309995        0.0                                 0
48         5.2033595213309995        0.0                                 0
49         5.209167769097421        0.0                                 0
50         5.141358406848759        0.0                                 0
51         5.141358406848759        0.0                                 0
52         5.1431908996116        0.0                                 0
53         5.061325373739615        0.0                                 0
54         5.060719651047918        0.0                                 0
55         5.060719651047918        0.0                                 0
56         5.012274451458361        0.0                                 0
57         5.006360396408602        0.0                                 0
58         4.997181533887609        0.0                                 0
59         4.997181533887609        0.0                                 0
60         4.935973748159146        0.0                                 0
61         4.935973748159146        0.0                                 0
62         4.974174050673976        0.0                                 0
63         4.980236696468574        0.0                                 0
64         5.046596809557127        0.0                                 0
65         4.9663497978748055        0.0                                 0
66         4.933488170165447        0.0                                 0
67         4.932167706975252        0.0                                 0
68         4.931505795205581        0.0                                 0
69         4.931505795205581        0.0                                 0
70         4.931083438102397        0.0                                 0
71         4.931083438102397        0.0                                 0
72         5.078306999288197        0.0                                 0
73         5.072188350752341        0.0                                 0
74         5.072188350752341        0.0                                 0
75         5.169067438543708        0.0                                 0
76         5.167808051020907        0.0                                 0
77         5.149341866052517        0.0                                 0
78         5.147530362061829        0.0                                 0
79         5.147530362061829        0.0                                 0
80         5.190424154942452        0.0                                 0
81         5.190424154942452        0.0                                 0
82         5.331541149230924        0.0                                 0
83         5.685280266441581        0.0                                 0
84         5.728539329828126        0.0                                 0
85         5.675813361326607        0.0                                 0
86         5.434378916975759        0.0                                 0
87         5.434378916975759        0.0                                 0
88         5.511505487413932        0.0                                 0
89         5.663985729938948        0.0                                 0
90         5.497888762938932        0.0                                 0
91         5.497888762938932        0.0                                 0
92         5.536906642493509        0.0                                 0
93         5.625112566940407        0.0                                 0
94         5.635073743137763        0.0                                 0
95         5.574484721448006        0.0                                 0
