iteracion  mejor_solucion    distancia_euclidiana                 distancia_hamming
0         6.278519489032041        0.0                                 0
1         6.4034535162737205        0.0                                 0
2         6.3669628534488325        0.0                                 0
3         6.359229878094488        0.0                                 0
4         6.352434235894534        0.0                                 0
5         6.352434235894534        0.0                                 0
6         6.354433685357656        0.0                                 0
7         6.363552731593614        0.0                                 0
8         6.372648324609822        0.0                                 0
9         6.298134281985435        0.0                                 0
10         6.298134281985435        0.0                                 0
11         6.297589387733593        0.0                                 0
12         6.297589387733593        0.0                                 0
13         6.3065854831871215        0.0                                 0
14         6.343097861481986        0.0                                 0
15         6.336323716013746        0.0                                 0
16         6.315118513849402        0.0                                 0
17         6.315118513849402        0.0                                 0
18         6.31615763482543        0.0                                 0
19         6.29782702771913        0.0                                 0
20         6.29782702771913        0.0                                 0
21         6.2970551759558475        0.0                                 0
22         6.294586601774608        0.0                                 0
23         6.2910024219238805        0.0                                 0
24         6.069744199390883        0.0                                 0
25         6.069744199390883        0.0                                 0
26         6.075884584513755        0.0                                 0
27         6.079386552686376        0.0                                 0
28         6.143024588705137        0.0                                 0
29         6.08499617319498        0.0                                 0
30         6.08499617319498        0.0                                 0
31         6.024339071566775        0.0                                 0
32         6.024339071566775        0.0                                 0
33         6.032013303814246        0.0                                 0
34         6.077571869518603        0.0                                 0
35         6.087237420487791        0.0                                 0
36         6.042991305582516        0.0                                 0
37         6.042991305582516        0.0                                 0
38         6.044552754756973        0.0                                 0
39         6.044552754756973        0.0                                 0
40         5.849361640417046        0.0                                 0
41         5.849361640417046        0.0                                 0
42         5.771039096055653        0.0                                 0
43         5.740552486173612        0.0                                 0
44         5.700941365037567        0.0                                 0
45         5.700941365037567        0.0                                 0
46         5.758896814353951        0.0                                 0
47         5.674481076626048        0.0                                 0
48         5.674458388588509        0.0                                 0
49         5.674458388588509        0.0                                 0
50         5.6809819086513285        0.0                                 0
51         5.683486980584423        0.0                                 0
52         5.684353010224515        0.0                                 0
53         5.72291308009583        0.0                                 0
54         5.731376845497508        0.0                                 0
55         5.942792942708702        0.0                                 0
56         5.950040123418251        0.0                                 0
57         5.915769349752313        0.0                                 0
58         5.908353503210358        0.0                                 0
59         5.908353503210358        0.0                                 0
60         5.908412458225857        0.0                                 0
61         5.902358937574396        0.0                                 0
62         5.873782938880423        0.0                                 0
63         5.8234006867887045        0.0                                 0
64         5.740775109061658        0.0                                 0
65         5.740775109061658        0.0                                 0
66         5.741023277905619        0.0                                 0
