iteracion  mejor_solucion       peor_solucion                               promedio                                 distancia_euclidiana                                  distancia_hamming                                    entropia
0         19.90642003087813         21.920821759933958                   10.59183130983423                   3902.29739667962                                 9.93980198019802                                     0.1499637277622301
1         19.630238096923435         21.920821759933958                   26.502244938417803                   3810.0007388222293                                 9.872673267326732                                     0.3095391015501996
2         19.434175984218008         21.920821759933958                   50.32834913946873                   3744.5021031154797                                 9.818217821782179                                     0.44526884707572756
3         17.12274232289998         21.920821759933958                   86.02285727428058                   3685.951714562759                                 9.761782178217821                                     0.5485763684587587
4         17.12274232289998         21.920821759933958                   139.53719841345412                   3656.3678693308443                                 9.745940594059405                                     0.6048355342589111
5         17.12274232289998         21.920821759933958                   219.78950486206344                   3657.636492541068                                 9.675841584158416                                     0.7203729832438918
6         17.12274232289998         21.920821759933958                   340.2054826597563                   3666.624767829759                                 9.664950495049505                                     0.7290476247339137
7         17.12274232289998         21.920821759933958                   520.8344088107324                   3654.585247775858                                 9.65009900990099                                     0.7501524677467629
8         17.12274232289998         21.920821759933958                   791.7604290351351                   3626.9548355606303                                 9.673267326732674                                     0.7243443872825144
9         17.12274232289998         21.920821759933958                   1198.1393080305368                   3602.9391047239374                                 9.686930693069307                                     0.6998976008815462
10         17.12274232289998         21.920821759933958                   1807.7030457113542                   3565.8536766551138                                 9.653465346534654                                     0.7487477363990073
11         17.12274232289998         21.920821759933958                   2722.047141541468                   3631.2338141230744                                 9.664554455445545                                     0.7369942587180167
12         17.12274232289998         21.920821759933958                   4093.5853482025495                   3562.6860288712                                 9.656237623762376                                     0.7438133250668366
13         17.12274232289998         21.920821759933958                   6150.854053773607                   3581.14974890695                                 9.625544554455445                                     0.7917643982155
14         17.12274232289998         21.920821759933958                   9236.771516135208                   3576.743961285252                                 9.665940594059405                                     0.7391816764305217
15         17.12274232289998         21.920821759933958                   13865.646867248579                   3407.1600537130926                                 9.574851485148514                                     0.8533834966164888
16         17.12274232289998         21.920821759933958                   20808.88493727673                   3404.184985010512                                 9.525940594059406                                     0.9099144298045245
17         17.12274232289998         21.920821759933958                   31223.734790992752                   3379.902679709614                                 9.483960396039604                                     0.9596089429966278
18         16.9360389284288         21.920821759933958                   46845.97787358286                   3416.926503003223                                 9.56019801980198                                     0.8806222267877853
19         16.9360389284288         21.920821759933958                   70279.35705227929                   3386.9608109789406                                 9.524554455445545                                     0.9168247380631541
20         16.74532698447141         21.920821759933958                   105429.42924632946                   3289.174072967625                                 9.494653465346534                                     0.9525782529211667
21         16.131168865549398         21.920821759933958                   158154.51173811316                   3260.473442481067                                 9.4790099009901                                     0.9730460580496268
22         16.131168865549398         21.920821759933958                   237242.1030110038                   3291.4983367003606                                 9.521584158415841                                     0.9224810758784722
23         16.131168865549398         21.920821759933958                   355873.51413342694                   3247.862136963485                                 9.447326732673268                                     1.0000206421682665
24         16.131168865549398         21.920821759933958                   533820.6456618434                   3260.4091890152663                                 9.441386138613861                                     1.0041975020176177
25         16.131168865549398         21.920821759933958                   800741.299174967                   3377.594199627106                                 9.572673267326733                                     0.8623710688190341
26         16.131168865549398         21.920821759933958                   1201122.3248763843                   3436.18664645992                                 9.598019801980199                                     0.8210357429070005
27         16.131168865549398         21.920821759933958                   1801693.8884440623                   3520.0603515797834                                 9.611485148514852                                     0.8085366313988682
28         16.131168865549398         21.920821759933958                   2702551.2806579294                   3578.4757965862086                                 9.615445544554456                                     0.8088883522509459
29         13.06722431199613         21.920821759933958                   4053837.353055875                   3576.2878129362366                                 9.607128712871287                                     0.813772808134165
30         13.06722431199613         21.920821759933958                   6080766.4403619785                   3644.92268487802                                 9.617029702970298                                     0.7994160475659975
31         13.06722431199613         21.920821759933958                   9121160.109887278                   3511.3493642318076                                 9.562970297029702                                     0.8671973539016586
32         13.06722431199613         21.920821759933958                   13681750.558398493                   3454.627581382273                                 9.522970297029703                                     0.9183042933392663
33         13.06722431199613         21.920821759933958                   20522636.20940981                   3517.0153794059556                                 9.535247524752474                                     0.9016046698633641
34         13.06722431199613         21.920821759933958                   30783964.669546347                   3549.8733358263094                                 9.585148514851484                                     0.8381818998209711
35         13.06722431199613         21.920821759933958                   46175957.37736747                   3668.5502689773225                                 9.637623762376238                                     0.7799740209774428
36         13.06722431199613         21.920821759933958                   69263946.50416572                   3538.494557998533                                 9.646732673267326                                     0.761504261297597
37         13.06722431199613         21.920821759933958                   103895930.17287475                   3564.609014335091                                 9.655049504950496                                     0.747494831827627
38         13.06722431199613         21.920821759933958                   155843905.66022098                   3373.463324851768                                 9.649306930693069                                     0.7591038170713377
